EmployeeId,Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
757,59,0.0,1435,25,3,1,1,99,3,3,1,7637,2354,7,11,3,4,80,0,28,3,2,21,16,7,9,363.6666666666667,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
758,31,0.0,670,26,1,1,1,31,3,1,3,2911,15170,1,17,3,4,80,1,5,1,2,5,2,4,3,582.2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
760,52,0.0,319,3,3,1,4,39,2,3,3,7969,19609,2,14,3,3,80,0,28,4,3,5,4,0,4,1593.8,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
762,38,0.0,330,17,1,1,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,4,2,19,9,1,9,464.36842105263156,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
763,30,0.0,1427,2,1,1,2,35,2,1,4,2720,11162,0,13,3,4,80,0,6,3,3,5,3,1,2,544.0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
764,39,1.0,203,2,3,1,1,84,3,4,4,12169,13547,7,11,3,4,80,3,21,4,3,18,7,11,5,676.0555555555555,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
767,34,0.0,697,3,4,1,3,40,2,1,4,2979,22478,3,17,3,4,80,3,6,2,3,0,0,0,0,2979.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
771,41,0.0,1411,19,2,1,3,36,3,2,1,3072,19877,2,16,3,1,80,2,17,2,2,1,0,0,0,3072.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
774,26,1.0,471,24,3,1,3,66,1,1,4,2340,23213,1,18,3,2,80,0,1,3,1,1,0,0,0,2340.0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True
776,42,0.0,1271,2,1,1,2,35,3,1,4,2515,9068,5,14,3,4,80,0,8,2,3,2,1,2,2,1257.5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
777,41,0.0,314,1,3,1,4,59,2,5,3,19189,19562,1,12,3,2,80,1,22,3,3,22,7,2,10,872.2272727272727,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
778,30,0.0,1358,16,1,1,4,96,3,2,3,5301,2939,8,15,3,3,80,2,4,2,2,2,1,2,2,2650.5,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
779,30,0.0,111,9,3,1,3,66,3,2,1,3072,11012,1,11,3,3,80,2,12,4,3,12,9,6,10,256.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
780,19,1.0,419,21,3,1,4,37,2,1,2,2121,9947,1,13,3,2,80,0,1,3,4,1,0,0,0,2121.0,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True
782,27,0.0,618,4,3,1,2,76,3,1,3,2318,17808,1,19,3,3,80,0,1,2,3,1,1,0,0,2318.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
783,38,0.0,119,3,3,1,1,76,3,3,3,10609,9647,0,12,3,3,80,2,17,6,2,16,10,5,13,663.0625,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
784,36,0.0,1229,8,4,1,1,84,3,2,4,5079,25952,4,13,3,4,80,2,12,3,3,7,7,0,7,725.5714285714286,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
786,32,1.0,1033,9,3,1,1,41,3,1,1,4200,10224,7,22,4,1,80,0,10,2,4,5,4,0,4,840.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
787,39,0.0,1329,4,4,1,4,47,2,2,3,5902,14590,4,14,3,3,80,1,17,1,4,15,11,5,9,393.46666666666664,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
788,33,1.0,1076,3,3,1,1,70,3,1,1,3348,3164,1,11,3,1,80,0,10,3,3,10,8,9,7,334.8,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
789,46,0.0,1485,18,3,1,3,87,3,2,3,4810,26314,2,14,3,3,80,1,19,5,2,10,7,0,8,481.0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
790,46,0.0,1125,10,3,1,3,94,2,3,4,9071,11563,2,19,3,3,80,1,15,3,3,3,2,1,2,3023.6666666666665,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
791,41,0.0,263,6,3,1,4,59,3,1,1,4721,3119,2,13,3,3,80,0,20,3,3,18,13,2,17,262.27777777777777,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True
793,39,0.0,141,3,3,1,3,44,4,2,2,6389,18767,9,15,3,3,80,1,12,3,1,8,3,3,6,798.625,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
795,34,1.0,1362,19,3,1,1,67,4,2,4,5304,4652,8,13,3,2,80,0,9,3,2,5,2,0,4,1060.8,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
796,34,0.0,419,7,4,1,1,53,3,3,2,11994,21293,0,11,3,3,80,0,13,4,3,12,6,2,11,999.5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
798,29,0.0,144,10,1,1,4,39,2,2,2,8268,11866,1,14,3,1,80,2,7,2,3,7,7,1,7,1181.142857142857,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
799,37,0.0,290,21,3,1,2,65,4,1,1,3564,22977,1,12,3,1,80,1,8,3,2,8,7,1,7,445.5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
800,35,0.0,1229,8,1,1,4,36,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,2269.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
801,46,0.0,644,1,4,1,4,97,3,3,1,9396,12368,7,16,3,3,80,1,17,3,3,4,2,0,3,2349.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
802,47,1.0,719,27,2,1,2,77,4,2,3,6397,10339,4,12,3,4,80,0,8,2,3,5,4,1,3,1279.4,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
803,30,0.0,1012,5,4,1,2,75,2,1,4,3761,2373,9,12,3,2,80,1,10,3,2,5,4,0,3,752.2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
804,29,0.0,1107,28,4,1,3,93,3,1,4,2514,26968,4,22,4,1,80,1,11,1,3,7,5,1,7,359.14285714285717,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
805,50,0.0,1207,28,1,1,4,74,4,1,3,3221,3297,1,11,3,3,80,3,20,3,3,20,8,3,8,161.05,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
806,34,0.0,1400,9,1,1,2,70,3,2,3,5714,5829,1,20,4,1,80,0,6,3,2,6,5,1,3,952.3333333333334,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
807,31,1.0,330,22,4,1,4,98,3,2,3,6179,21057,1,15,3,4,80,2,10,3,2,10,2,6,7,617.9,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
808,48,0.0,277,6,3,1,1,97,2,2,3,4240,13119,2,13,3,4,80,0,19,0,3,2,2,2,2,2120.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
811,43,0.0,1473,8,4,1,3,74,3,2,3,4522,2227,4,14,3,4,80,0,8,3,3,5,2,0,2,904.4,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
812,34,0.0,258,21,4,1,4,74,4,2,4,5337,19921,1,12,3,4,80,0,10,3,3,10,7,5,7,533.7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
813,60,0.0,696,7,4,1,2,52,4,2,4,5220,10893,0,18,3,2,80,1,12,3,3,11,7,1,9,474.54545454545456,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
814,52,0.0,258,8,4,1,3,54,3,1,1,2950,17363,9,13,3,3,80,0,12,2,1,5,4,0,4,590.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
815,25,0.0,1280,7,1,1,4,64,2,1,4,2889,26897,1,11,3,3,80,2,2,2,3,2,2,2,1,1444.5,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
816,46,0.0,705,2,4,1,2,83,3,5,1,18947,22822,3,12,3,4,80,0,22,2,2,2,2,2,1,9473.5,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
818,29,0.0,1010,1,3,1,1,97,3,1,4,3760,5598,1,15,3,1,80,3,3,5,3,3,2,1,2,1253.3333333333333,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
819,41,1.0,143,4,3,1,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7,1169.375,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
820,45,0.0,192,10,2,1,1,69,3,1,4,2654,9655,3,21,4,4,80,2,8,3,2,2,2,0,2,1327.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
821,30,0.0,855,7,4,1,4,73,3,2,1,4779,12761,7,14,3,2,80,2,8,3,3,3,2,0,2,1593.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
822,33,0.0,1146,25,3,1,2,82,3,2,3,4539,4905,1,12,3,1,80,1,10,3,2,10,7,0,1,453.9,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
823,33,0.0,147,2,3,1,2,99,3,1,3,3600,8429,1,13,3,4,80,1,5,2,3,5,4,1,4,720.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
824,42,0.0,748,9,2,1,1,74,3,1,4,3673,16458,1,13,3,3,80,0,12,3,3,12,9,5,8,306.0833333333333,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
825,43,0.0,531,4,4,1,4,56,2,3,4,10231,20364,3,14,3,4,80,0,23,3,4,21,7,15,17,487.1904761904762,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
826,39,0.0,466,1,1,1,4,65,2,4,4,12742,7060,1,16,3,3,80,1,21,3,3,21,6,11,8,606.7619047619048,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
827,39,0.0,1431,1,4,1,3,96,3,1,3,2232,15417,7,14,3,3,80,3,7,1,3,3,2,1,2,744.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
828,35,0.0,1212,8,2,1,3,78,2,3,4,10377,13755,4,11,3,2,80,1,16,6,2,13,2,4,12,798.2307692307693,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
830,26,1.0,1449,16,4,1,1,45,3,1,2,2373,14180,2,13,3,4,80,1,5,2,3,3,2,0,2,791.0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
832,51,0.0,1178,14,2,1,3,87,3,2,4,4936,14862,4,11,3,3,80,1,18,2,2,7,7,0,7,705.1428571428571,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
834,40,0.0,1202,2,1,1,2,89,4,2,3,6377,13888,5,20,4,2,80,3,15,0,3,12,11,11,8,531.4166666666666,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
835,32,0.0,604,8,3,1,3,56,4,2,4,6209,11693,1,15,3,3,80,2,10,4,4,10,7,0,8,620.9,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
836,28,0.0,995,9,3,1,3,77,3,1,3,2377,9834,5,18,3,2,80,1,6,2,3,2,2,2,2,1188.5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
839,40,0.0,1398,2,4,1,3,79,3,5,3,18041,13022,0,14,3,4,80,0,21,2,3,20,15,1,12,902.05,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
840,45,0.0,1249,7,3,1,1,97,3,3,1,5210,20308,1,18,3,1,80,1,24,2,3,24,9,9,11,217.08333333333334,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
841,44,0.0,1315,3,4,1,4,35,3,5,4,19513,9358,4,12,3,1,80,1,26,2,4,2,2,0,1,9756.5,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
842,50,0.0,1322,28,3,1,4,43,3,4,1,16880,22422,4,11,3,2,80,0,25,2,3,3,2,1,2,5626.666666666667,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
843,45,0.0,248,23,2,1,4,42,3,2,1,3633,14039,1,15,3,3,80,1,9,2,3,9,8,0,8,403.6666666666667,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
844,35,0.0,853,18,5,1,2,71,3,3,1,9069,11031,1,22,4,4,80,1,9,3,2,9,8,1,8,1007.6666666666666,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
845,48,0.0,855,4,3,1,4,54,3,3,4,7898,18706,1,11,3,3,80,0,11,2,3,10,9,0,8,789.8,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
846,40,0.0,1300,24,2,1,1,62,3,2,4,3319,24447,1,17,3,1,80,2,9,3,3,9,8,4,7,368.77777777777777,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
847,42,0.0,544,2,1,1,3,52,3,1,3,2696,24017,0,11,3,3,80,1,4,5,3,3,2,1,0,898.6666666666666,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True
849,21,0.0,996,3,2,1,4,100,2,1,3,3230,10531,1,17,3,1,80,0,3,4,4,3,2,1,0,1076.6666666666667,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
850,38,0.0,268,2,5,1,4,92,3,1,3,3057,20471,6,13,3,2,80,1,6,0,1,1,0,0,1,3057.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
851,35,0.0,1142,23,4,1,3,30,3,1,1,4014,16002,3,15,3,3,80,1,4,3,3,2,2,2,2,2007.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
852,28,1.0,1157,2,4,1,1,84,1,1,4,3464,24737,5,13,3,4,80,0,5,4,2,3,2,2,2,1154.6666666666667,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
854,53,0.0,1376,2,2,1,3,45,3,4,3,14852,13938,6,13,3,3,80,1,22,3,4,17,13,15,2,873.6470588235294,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
855,35,0.0,200,18,2,1,3,60,3,3,4,9362,19944,2,11,3,3,80,0,10,2,3,2,2,2,2,4681.0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
856,36,0.0,1480,3,2,1,4,30,3,1,2,2088,15062,4,12,3,3,80,0,13,3,2,8,7,7,2,261.0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
857,36,0.0,1223,8,3,1,3,59,3,3,3,10096,8202,1,13,3,2,80,3,17,2,3,17,14,12,8,593.8823529411765,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
858,59,0.0,715,2,3,1,3,69,2,4,4,13726,21829,3,13,3,1,80,0,30,4,3,5,3,4,3,2745.2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
863,49,0.0,174,8,4,1,4,56,2,4,2,13120,11879,6,17,3,2,80,1,22,3,3,9,8,2,3,1457.7777777777778,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
864,36,0.0,132,6,3,1,2,55,4,1,4,3038,22002,3,12,3,2,80,0,5,3,3,1,0,0,0,3038.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
867,53,0.0,970,7,3,1,3,59,4,4,3,14814,13514,3,19,3,3,80,0,32,3,3,5,1,1,3,2962.8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
868,53,0.0,868,8,3,1,1,73,3,4,4,11836,22789,5,14,3,3,80,1,28,3,3,2,0,2,2,5918.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
872,31,1.0,1445,1,5,1,3,100,4,3,2,7446,8931,1,11,3,1,80,0,10,2,3,10,8,4,7,744.6,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
874,29,0.0,1389,21,4,1,2,51,4,3,1,9980,10195,1,11,3,3,80,1,10,1,3,10,9,8,8,998.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
876,26,1.0,342,2,3,1,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,2,3,3,2,1,2,680.6666666666666,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
877,20,1.0,500,2,3,1,3,49,2,1,3,2044,22052,1,13,3,4,80,0,2,3,2,2,2,0,2,1022.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
878,31,0.0,828,2,1,1,2,77,3,2,4,6582,8346,4,13,3,3,80,0,10,2,4,6,5,0,5,1097.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
879,33,0.0,1075,3,2,1,4,57,3,1,2,2277,22650,3,11,3,3,80,1,7,4,4,4,3,0,3,569.25,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
880,25,0.0,949,1,3,1,1,81,3,1,4,3229,4910,4,11,3,2,80,1,7,2,2,3,2,0,2,1076.3333333333333,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
881,34,0.0,1442,9,3,1,4,46,2,3,2,8621,17654,1,14,3,2,80,0,9,3,4,8,7,7,7,1077.625,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
883,33,0.0,515,1,2,1,1,98,3,3,4,13458,15146,1,12,3,3,80,0,15,1,3,15,14,8,12,897.2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
884,45,0.0,1448,29,3,1,2,55,3,3,4,9380,14720,4,18,3,4,80,2,10,4,4,3,1,1,2,3126.6666666666665,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True
885,40,0.0,902,26,2,1,3,92,2,2,4,4422,21203,3,13,3,4,80,1,16,3,1,1,1,0,0,4422.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
887,22,0.0,253,11,3,1,1,43,3,1,2,2244,24440,1,13,3,4,80,1,2,1,3,2,1,1,2,1122.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
888,38,1.0,1180,29,1,1,2,70,3,2,1,6673,11354,7,19,3,2,80,0,17,2,3,1,0,0,0,6673.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
890,43,0.0,782,6,4,1,2,50,2,4,4,16627,2671,4,14,3,3,80,1,21,3,2,1,0,0,0,16627.0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
892,48,0.0,530,29,1,1,1,91,3,3,3,12504,23978,3,21,4,2,80,1,15,3,1,0,0,0,0,12504.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
893,18,0.0,287,5,2,1,2,73,3,1,4,1051,13493,1,15,3,4,80,0,0,2,3,0,0,0,0,1051.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
895,35,0.0,1296,5,4,1,3,62,3,3,2,8095,18264,0,13,3,4,80,0,17,5,3,16,6,0,13,505.9375,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
896,28,0.0,193,2,3,1,4,52,2,1,4,3867,14222,1,12,3,2,80,1,2,2,3,2,2,2,2,1933.5,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
899,48,0.0,1236,1,4,1,4,40,2,4,1,15402,17997,7,11,3,1,80,1,21,3,1,3,2,0,2,5134.0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
901,40,0.0,989,4,1,1,4,46,3,5,3,19033,6499,1,14,3,2,80,1,21,2,3,20,8,9,9,951.65,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
905,25,0.0,141,3,1,1,3,98,3,2,1,4194,14363,1,18,3,4,80,0,5,3,3,5,3,0,3,838.8,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True
906,29,1.0,806,7,3,1,2,39,3,1,3,3339,17285,3,13,3,1,80,2,10,2,3,7,7,7,7,477.0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
907,55,0.0,1091,2,1,1,4,65,3,3,2,10976,15813,3,18,3,2,80,1,23,4,3,3,2,1,2,3658.6666666666665,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
909,31,0.0,1274,9,1,1,3,33,3,3,2,10648,14394,1,25,4,4,80,1,13,6,4,13,8,0,8,819.0769230769231,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
912,36,0.0,216,6,2,1,2,84,3,2,2,4941,2819,6,20,4,4,80,2,7,0,3,3,2,0,1,1647.0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
914,38,0.0,1009,2,2,1,2,31,3,2,1,6893,19461,3,15,3,4,80,1,11,3,3,7,7,1,7,984.7142857142857,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
915,56,0.0,713,8,3,1,3,67,3,1,1,4257,13939,4,18,3,3,80,1,19,3,3,2,2,2,2,2128.5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
916,59,0.0,1225,1,1,1,1,57,2,2,3,5473,24668,7,11,3,4,80,0,20,2,2,4,3,1,3,1368.25,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
918,27,0.0,1220,5,3,1,3,85,3,1,2,2478,20938,1,12,3,2,80,0,4,2,2,4,3,1,2,619.5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
919,35,0.0,882,3,4,1,4,92,3,3,4,7823,6812,6,13,3,2,80,1,12,2,3,10,9,0,8,782.3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
922,34,0.0,546,10,3,1,2,83,3,1,2,2008,6896,1,14,3,2,80,2,1,3,3,1,0,1,0,2008.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
924,42,0.0,916,17,2,1,4,82,4,2,1,6545,23016,3,13,3,3,80,0,10,1,3,3,2,0,2,2181.6666666666665,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
926,34,0.0,1031,6,4,1,3,45,2,2,2,4505,15000,6,15,3,3,80,1,12,3,3,1,0,0,0,4505.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
927,41,0.0,645,1,3,1,2,49,4,3,1,8392,19566,1,16,3,3,80,1,10,2,3,10,7,0,7,839.2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
928,26,1.0,426,17,4,1,2,58,3,1,3,2741,22808,0,11,3,2,80,1,8,2,2,7,7,1,0,391.57142857142856,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
931,31,1.0,874,15,3,1,3,72,3,1,3,2610,6233,1,12,3,3,80,1,2,5,2,2,2,2,2,1305.0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
932,19,1.0,489,2,2,1,1,52,2,1,4,2564,18437,1,12,3,3,80,0,1,3,4,1,0,0,0,2564.0,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False
933,32,0.0,638,8,2,1,3,91,4,2,3,5175,22162,5,12,3,3,80,1,9,3,2,5,3,1,3,1035.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
934,50,0.0,145,1,3,1,4,95,3,2,3,6347,24920,0,12,3,1,80,1,19,3,3,18,7,0,13,352.6111111111111,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
935,36,0.0,217,18,4,1,1,78,3,2,4,7779,23238,2,20,4,1,80,0,18,0,3,11,9,0,9,707.1818181818181,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
936,44,0.0,1099,5,3,1,2,88,3,5,2,18213,8751,7,11,3,3,80,1,26,5,3,22,9,3,10,827.8636363636364,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
937,25,0.0,810,8,3,1,4,57,4,2,2,4851,15678,0,22,4,3,80,1,4,4,3,3,2,1,2,1617.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
938,33,0.0,461,13,1,1,2,53,3,1,4,3452,17241,3,18,3,1,80,0,5,4,3,3,2,0,2,1150.6666666666667,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
939,27,0.0,1103,14,3,1,1,42,3,1,1,2235,14377,1,14,3,4,80,2,9,3,2,9,7,6,8,248.33333333333334,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
940,29,0.0,718,8,1,1,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,2,10,7,1,2,505.6,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
941,50,0.0,328,1,3,1,3,86,2,1,3,3690,3425,2,15,3,4,80,1,5,2,2,3,2,0,2,1230.0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
